#Data tag : 22v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(1e30/cm2s),recorded(1e30/cm2s),avgpu,source
360927:8305,994:994,10/23/22 07:19:00,STABLE BEAMS,6800,15871.900446028,15427.669599634,46.1,BCM1FUT
360927:8305,995:995,10/23/22 07:19:24,STABLE BEAMS,6800,15858.819008841,15454.310489985,46.1,BCM1FUT
360927:8305,996:996,10/23/22 07:19:47,STABLE BEAMS,6800,15844.009513901,15410.503025920,46.0,BCM1FUT
360927:8305,997:997,10/23/22 07:20:10,STABLE BEAMS,6800,15832.036113744,15393.999474364,46.0,BCM1FUT
360927:8305,998:998,10/23/22 07:20:33,STABLE BEAMS,6800,15819.777704063,15370.064674452,46.0,BCM1FUT
360927:8305,999:999,10/23/22 07:20:57,STABLE BEAMS,6800,15806.084246421,15370.010672647,45.9,BCM1FUT
360927:8305,1000:1000,10/23/22 07:21:20,STABLE BEAMS,6800,15799.426023901,15333.160441096,45.9,BCM1FUT
360927:8305,1001:1001,10/23/22 07:21:43,STABLE BEAMS,6800,15793.976841787,15296.562217967,45.9,BCM1FUT
360927:8305,1002:1002,10/23/22 07:22:07,STABLE BEAMS,6800,15780.817401992,15346.951902013,45.8,BCM1FUT
360927:8305,1003:1003,10/23/22 07:22:30,STABLE BEAMS,6800,15774.409187827,15370.491688723,45.8,BCM1FUT
360927:8305,1004:1004,10/23/22 07:22:53,STABLE BEAMS,6800,15761.421753781,15347.070905990,45.8,BCM1FUT
360927:8305,1005:1005,10/23/22 07:23:17,STABLE BEAMS,6800,15754.687528720,15290.090001662,45.8,BCM1FUT
360927:8305,1006:1006,10/23/22 07:23:40,STABLE BEAMS,6800,15752.313449377,15293.288108545,45.7,BCM1FUT
360927:8305,1007:1007,10/23/22 07:24:03,STABLE BEAMS,6800,15743.033139225,15297.125236783,45.7,BCM1FUT
360927:8305,1008:1008,10/23/22 07:24:27,STABLE BEAMS,6800,15737.536955540,15254.559814228,45.7,BCM1FUT
360927:8305,1009:1009,10/23/22 07:24:50,STABLE BEAMS,6800,15736.742929004,15290.286008213,45.7,BCM1FUT
360927:8305,1010:1010,10/23/22 07:25:13,STABLE BEAMS,6800,15731.920767845,15249.052630175,45.7,BCM1FUT
360927:8305,1011:1011,10/23/22 07:25:37,STABLE BEAMS,6800,15729.326681149,15247.327572523,45.7,BCM1FUT
360927:8305,1012:1012,10/23/22 07:26:00,STABLE BEAMS,6800,15724.416517049,15299.069301755,45.6,BCM1FUT
360927:8305,1013:1013,10/23/22 07:26:23,STABLE BEAMS,6800,15722.704459832,14907.423212767,45.6,BCM1FUT
360927:8305,1014:1014,10/23/22 07:26:46,STABLE BEAMS,6800,15727.206610295,14885.590483107,45.6,BCM1FUT
360927:8305,1015:1015,10/23/22 07:27:10,STABLE BEAMS,6800,15718.527320230,14946.265510894,45.7,BCM1FUT
360927:8305,1016:1016,10/23/22 07:27:33,STABLE BEAMS,6800,15708.464983942,14497.312506683,45.6,BCM1FUT
360927:8305,1017:1017,10/23/22 07:27:56,STABLE BEAMS,6800,15703.414815163,14675.192451511,45.6,BCM1FUT
360927:8305,1018:1018,10/23/22 07:28:20,STABLE BEAMS,6800,15697.680623524,14750.158956925,45.6,BCM1FUT
360927:8305,1019:1019,10/23/22 07:28:43,STABLE BEAMS,6800,15688.471315745,14921.749691564,45.6,BCM1FUT
360927:8305,1020:1020,10/23/22 07:29:06,STABLE BEAMS,6800,15675.531883303,15131.760710227,45.5,BCM1FUT
360927:8305,1021:1021,10/23/22 07:29:30,STABLE BEAMS,6800,15666.737589394,15090.265323432,45.5,BCM1FUT
360927:8305,1022:1022,10/23/22 07:29:53,STABLE BEAMS,6800,15656.402243982,15059.633299696,45.5,BCM1FUT
360927:8305,1023:1023,10/23/22 07:30:16,STABLE BEAMS,6800,15638.294638818,15089.677303780,45.4,BCM1FUT
360927:8305,1024:1024,10/23/22 07:30:40,STABLE BEAMS,6800,15631.660417099,14872.906059188,45.4,BCM1FUT
360927:8305,1025:1025,10/23/22 07:31:03,STABLE BEAMS,6800,15613.422807590,14860.428642187,45.4,BCM1FUT
360927:8305,1026:1026,10/23/22 07:31:26,STABLE BEAMS,6800,15601.761417861,15032.719400222,45.3,BCM1FUT
360927:8305,1027:1027,10/23/22 07:31:50,STABLE BEAMS,6800,15595.342203328,15019.549960093,45.3,BCM1FUT
360927:8305,1028:1028,10/23/22 07:32:13,STABLE BEAMS,6800,15581.541242094,14919.577618973,45.3,BCM1FUT
360927:8305,1029:1029,10/23/22 07:32:36,STABLE BEAMS,6800,15577.831618116,15070.856674786,45.2,BCM1FUT
360927:8305,1030:1030,10/23/22 07:32:59,STABLE BEAMS,6800,15572.278432526,15058.225252639,45.2,BCM1FUT
360927:8305,1031:1031,10/23/22 07:33:23,STABLE BEAMS,6800,15582.134761929,14837.942890703,45.2,BCM1FUT
360927:8305,1032:1032,10/23/22 07:33:46,STABLE BEAMS,6800,15577.887619988,14994.402119641,45.2,BCM1FUT
360927:8305,1033:1033,10/23/22 07:34:09,STABLE BEAMS,6800,15571.079392454,15041.050678657,45.2,BCM1FUT
360927:8305,1034:1034,10/23/22 07:34:33,STABLE BEAMS,6800,15414.040144132,11559.723331136,45.2,BCM1FUT
360927:8305,1035:1035,10/23/22 07:34:56,STABLE BEAMS,6800,15140.042987024,14715.741806688,42.4,BCM1FUT
360927:8305,1036:1036,10/23/22 07:35:19,STABLE BEAMS,6800,15412.803102789,14895.065799777,44.4,BCM1FUT
360927:8305,1037:1037,10/23/22 07:35:43,STABLE BEAMS,6800,14538.849894881,14114.960728315,45.1,BCM1FUT
360927:8305,1038:1038,10/23/22 07:36:06,STABLE BEAMS,6800,14725.982148925,14205.036738696,45.1,BCM1FUT
360927:8305,1039:1039,10/23/22 07:36:29,STABLE BEAMS,6800,15539.444335196,15051.001011201,45.1,BCM1FUT
360927:8305,1040:1040,10/23/22 07:36:53,STABLE BEAMS,6800,15518.414632374,14842.254034784,45.1,BCM1FUT
360927:8305,1041:1041,10/23/22 07:37:16,STABLE BEAMS,6800,15497.803943556,14711.262156976,45.0,BCM1FUT
360927:8305,1042:1042,10/23/22 07:37:39,STABLE BEAMS,6800,15499.921014309,14788.486237840,45.0,BCM1FUT
360927:8305,1043:1043,10/23/22 07:38:02,STABLE BEAMS,6800,15554.211828732,14612.722363732,45.1,BCM1FUT
360927:8305,1044:1044,10/23/22 07:38:26,STABLE BEAMS,6800,15539.872349500,14864.740786301,45.1,BCM1FUT
360927:8305,1045:1045,10/23/22 07:38:49,STABLE BEAMS,6800,15532.104089882,14954.800796147,45.1,BCM1FUT
360927:8305,1046:1046,10/23/22 07:39:12,STABLE BEAMS,6800,15527.413933135,15011.821701811,45.1,BCM1FUT
360927:8305,1047:1047,10/23/22 07:39:36,STABLE BEAMS,6800,15521.549737151,14958.416916999,45.1,BCM1FUT
360927:8305,1048:1048,10/23/22 07:39:59,STABLE BEAMS,6800,15518.476634446,14956.329847248,45.1,BCM1FUT
360927:8305,1049:1049,10/23/22 07:40:22,STABLE BEAMS,6800,15510.876380442,14947.145540305,45.1,BCM1FUT
360927:8305,1050:1050,10/23/22 07:40:46,STABLE BEAMS,6800,15508.245292510,14965.771162781,45.0,BCM1FUT
360927:8305,1051:1051,10/23/22 07:41:09,STABLE BEAMS,6800,15505.873213234,15003.240415021,45.0,BCM1FUT
360927:8305,1052:1052,10/23/22 07:41:32,STABLE BEAMS,6800,15500.483033092,15020.231482870,45.0,BCM1FUT
360927:8305,1053:1053,10/23/22 07:41:56,STABLE BEAMS,6800,15502.010084127,15025.248150529,45.0,BCM1FUT
360927:8305,1054:1054,10/23/22 07:42:19,STABLE BEAMS,6800,15495.205356710,14666.717168263,45.0,BCM1FUT
360927:8305,1055:1055,10/23/22 07:42:42,STABLE BEAMS,6800,15488.248624212,14964.833131432,45.0,BCM1FUT
360927:8305,1056:1056,10/23/22 07:43:06,STABLE BEAMS,6800,15483.037950069,14953.661758080,45.0,BCM1FUT
360927:8305,1057:1057,10/23/22 07:43:29,STABLE BEAMS,6800,15476.143219644,14909.129269784,44.9,BCM1FUT
360927:8305,1058:1058,10/23/22 07:43:52,STABLE BEAMS,6800,15469.881010359,14939.242276174,44.9,BCM1FUT
360927:8305,1059:1059,10/23/22 07:44:15,STABLE BEAMS,6800,15468.394960694,14935.893164245,44.9,BCM1FUT
360927:8305,1060:1060,10/23/22 07:44:39,STABLE BEAMS,6800,15460.532697934,14984.720796087,44.9,BCM1FUT
360927:8305,1061:1061,10/23/22 07:45:02,STABLE BEAMS,6800,15454.882509102,14935.605154620,44.9,BCM1FUT
360927:8305,1062:1062,10/23/22 07:45:25,STABLE BEAMS,6800,15441.722069274,14915.981498789,44.9,BCM1FUT
360927:8305,1063:1063,10/23/22 07:45:49,STABLE BEAMS,6800,15432.914774930,14963.185076353,44.8,BCM1FUT
360927:8305,1064:1064,10/23/22 07:46:12,STABLE BEAMS,6800,15418.071278854,14823.105394828,44.8,BCM1FUT
360927:8305,1065:1065,10/23/22 07:46:35,STABLE BEAMS,6800,15408.568961282,14947.949567176,44.7,BCM1FUT
360927:8305,1066:1066,10/23/22 07:46:59,STABLE BEAMS,6800,15403.874804402,14911.108335925,44.7,BCM1FUT
360927:8305,1067:1067,10/23/22 07:47:22,STABLE BEAMS,6800,15399.315652033,14838.197899226,44.7,BCM1FUT
360927:8305,1068:1068,10/23/22 07:47:45,STABLE BEAMS,6800,15395.001507852,14862.313705187,44.7,BCM1FUT
360927:8305,1069:1069,10/23/22 07:48:09,STABLE BEAMS,6800,15386.239215012,14860.718651879,44.7,BCM1FUT
360927:8305,1070:1070,10/23/22 07:48:32,STABLE BEAMS,6800,15381.789066286,14913.534417006,44.7,BCM1FUT
360927:8305,1071:1071,10/23/22 07:48:55,STABLE BEAMS,6800,15375.331850483,14798.694579007,44.6,BCM1FUT
360927:8305,1072:1072,10/23/22 07:49:18,STABLE BEAMS,6800,15366.898568639,14883.763422046,44.6,BCM1FUT
360927:8305,1073:1073,10/23/22 07:49:42,STABLE BEAMS,6800,15371.591725487,14922.623720775,44.6,BCM1FUT
360927:8305,1074:1074,10/23/22 07:50:05,STABLE BEAMS,6800,15359.566323592,10416.173113175,44.6,BCM1FUT
360927:8305,1075:1075,10/23/22 07:50:28,STABLE BEAMS,6800,15350.882033359,14720.821976470,44.6,BCM1FUT
360927:8305,1076:1076,10/23/22 07:50:52,STABLE BEAMS,6800,15343.293779757,14787.998221530,44.6,BCM1FUT
360927:8305,1077:1077,10/23/22 07:51:15,STABLE BEAMS,6800,15339.173642060,14748.195891318,44.5,BCM1FUT
360927:8305,1078:1078,10/23/22 07:51:38,STABLE BEAMS,6800,15335.945534175,14781.667009938,44.6,BCM1FUT
360927:8305,1079:1079,10/23/22 07:52:02,STABLE BEAMS,6800,15327.603255372,14877.248204305,44.5,BCM1FUT
360927:8305,1080:1080,10/23/22 07:52:25,STABLE BEAMS,6800,15320.331012331,14784.055089749,44.5,BCM1FUT
360927:8305,1081:1081,10/23/22 07:52:48,STABLE BEAMS,6800,15308.722624373,14825.576477412,44.5,BCM1FUT
360927:8305,1082:1082,10/23/22 07:53:12,STABLE BEAMS,6800,15306.534551247,14574.986102570,44.4,BCM1FUT
360927:8305,1083:1083,10/23/22 07:53:35,STABLE BEAMS,6800,15299.355311313,14439.329568867,44.4,BCM1FUT
360927:8305,1084:1084,10/23/22 07:53:58,STABLE BEAMS,6800,15292.295075357,14580.932301294,44.4,BCM1FUT
360927:8305,1085:1085,10/23/22 07:54:22,STABLE BEAMS,6800,15281.100701236,14613.246381245,44.4,BCM1FUT
360927:8305,1086:1086,10/23/22 07:54:45,STABLE BEAMS,6800,15274.301474003,14379.996585933,44.4,BCM1FUT
360927:8305,1087:1087,10/23/22 07:55:08,STABLE BEAMS,6800,15275.419511368,14783.610074876,44.4,BCM1FUT
360927:8305,1088:1088,10/23/22 07:55:31,STABLE BEAMS,6800,15257.298905769,14462.291336260,44.3,BCM1FUT
360927:8305,1089:1089,10/23/22 07:55:55,STABLE BEAMS,6800,15250.322672620,14403.865383638,44.3,BCM1FUT
360927:8305,1090:1090,10/23/22 07:56:18,STABLE BEAMS,6800,15207.201231483,11710.392366563,44.2,BCM1FUT
360927:8305,1091:1091,10/23/22 07:56:41,STABLE BEAMS,6800,15232.532078051,14731.298326594,44.2,BCM1FUT
360927:8305,1092:1092,10/23/22 07:57:05,STABLE BEAMS,6800,15246.318538801,14490.718286301,44.2,BCM1FUT
360927:8305,1093:1093,10/23/22 07:57:28,STABLE BEAMS,6800,15242.273403610,14801.802682881,44.3,BCM1FUT
360927:8305,1094:1094,10/23/22 07:57:51,STABLE BEAMS,6800,15230.917024075,14423.634044316,44.2,BCM1FUT
360927:8305,1095:1095,10/23/22 07:58:15,STABLE BEAMS,6800,15224.342804362,14663.598064021,44.2,BCM1FUT
360927:8305,1096:1096,10/23/22 07:58:38,STABLE BEAMS,6800,15227.813920368,14558.860563647,44.2,BCM1FUT
360927:8305,1097:1097,10/23/22 07:59:01,STABLE BEAMS,6800,15232.571079354,14746.036819161,44.3,BCM1FUT
360927:8305,1098:1098,10/23/22 07:59:25,STABLE BEAMS,6800,15205.291167647,14684.976778507,44.2,BCM1FUT
360927:8305,1099:1099,10/23/22 07:59:48,STABLE BEAMS,6800,15195.622844528,14600.911969024,44.1,BCM1FUT
360927:8305,1100:1100,10/23/22 08:00:11,STABLE BEAMS,6800,15171.002021689,14468.428541368,44.1,BCM1FUT
360927:8305,1101:1101,10/23/22 08:00:35,STABLE BEAMS,6800,15159.118624540,14672.479360838,44.0,BCM1FUT
360927:8305,1102:1102,10/23/22 08:00:58,STABLE BEAMS,6800,15178.442270345,14731.902346781,44.1,BCM1FUT
360927:8305,1103:1103,10/23/22 08:01:21,STABLE BEAMS,6800,15168.319432035,14702.025348278,44.1,BCM1FUT
360927:8305,1104:1104,10/23/22 08:01:44,STABLE BEAMS,6800,15159.719644627,14615.082442607,44.0,BCM1FUT
360927:8305,1105:1105,10/23/22 08:02:08,STABLE BEAMS,6800,15152.641408069,14717.445863639,44.0,BCM1FUT
360927:8305,1106:1106,10/23/22 08:02:31,STABLE BEAMS,6800,15143.198092469,14673.846406525,44.0,BCM1FUT
360927:8305,1107:1107,10/23/22 08:02:54,STABLE BEAMS,6800,15133.013752104,14697.592200120,44.0,BCM1FUT
360927:8305,1108:1108,10/23/22 08:03:18,STABLE BEAMS,6800,15147.888249216,14693.337057912,43.9,BCM1FUT
360927:8305,1109:1109,10/23/22 08:03:41,STABLE BEAMS,6800,15111.680039122,14690.343957881,43.9,BCM1FUT
360927:8305,1110:1110,10/23/22 08:04:04,STABLE BEAMS,6800,15087.029215280,14634.391087911,43.8,BCM1FUT
360927:8305,1111:1111,10/23/22 08:04:28,STABLE BEAMS,6800,15065.038480340,14669.845272806,43.8,BCM1FUT
360927:8305,1112:1112,10/23/22 08:04:51,STABLE BEAMS,6800,15054.227119019,14597.715862208,43.7,BCM1FUT
360927:8305,1113:1113,10/23/22 08:05:14,STABLE BEAMS,6800,15074.538797845,14362.561003228,43.7,BCM1FUT
360927:8305,1114:1114,10/23/22 08:05:38,STABLE BEAMS,6800,15096.296524998,14487.505178918,43.8,BCM1FUT
360927:8305,1115:1115,10/23/22 08:06:01,STABLE BEAMS,6800,15067.007546147,14466.512477332,43.8,BCM1FUT
360927:8305,1116:1116,10/23/22 08:06:24,STABLE BEAMS,6800,15055.455160061,14457.602179546,43.7,BCM1FUT
360927:8305,1117:1117,10/23/22 08:06:47,STABLE BEAMS,6800,15051.863040011,14501.363642074,43.7,BCM1FUT
360927:8305,1118:1118,10/23/22 08:07:11,STABLE BEAMS,6800,15046.184850243,14418.004856186,43.7,BCM1FUT
360927:8305,1119:1119,10/23/22 08:07:34,STABLE BEAMS,6800,15041.251685374,14503.234704606,43.7,BCM1FUT
360927:8305,1120:1120,10/23/22 08:07:57,STABLE BEAMS,6800,15035.322487218,14447.145830090,43.7,BCM1FUT
360927:8305,1121:1121,10/23/22 08:08:21,STABLE BEAMS,6800,15031.522860233,14450.193931959,43.7,BCM1FUT
360927:8305,1122:1122,10/23/22 08:08:44,STABLE BEAMS,6800,15024.777134788,14421.957988301,43.6,BCM1FUT
360927:8305,1123:1123,10/23/22 08:09:07,STABLE BEAMS,6800,15015.636829314,14419.542907588,43.6,BCM1FUT
360927:8305,1124:1124,10/23/22 08:09:31,STABLE BEAMS,6800,15008.014574575,14443.784717760,43.6,BCM1FUT
360927:8305,1125:1125,10/23/22 08:09:54,STABLE BEAMS,6800,15005.417487779,14412.325666385,43.6,BCM1FUT
360927:8305,1126:1126,10/23/22 08:10:17,STABLE BEAMS,6800,14996.065175221,14391.956985654,43.6,BCM1FUT
360927:8305,1127:1127,10/23/22 08:10:41,STABLE BEAMS,6800,14995.353151425,14369.936249712,43.5,BCM1FUT
360927:8305,1128:1128,10/23/22 08:11:04,STABLE BEAMS,6800,14989.115942974,14429.228231276,43.5,BCM1FUT
360927:8305,1129:1129,10/23/22 08:11:27,STABLE BEAMS,6800,14981.338683055,14453.458041047,43.5,BCM1FUT
360927:8305,1130:1130,10/23/22 08:11:51,STABLE BEAMS,6800,14981.302681852,14475.107764591,43.5,BCM1FUT
360927:8305,1131:1131,10/23/22 08:12:14,STABLE BEAMS,6800,14967.722227987,14347.876512465,43.5,BCM1FUT
360927:8305,1132:1132,10/23/22 08:12:37,STABLE BEAMS,6800,14958.414916932,14324.293724318,43.4,BCM1FUT
360927:8305,1133:1133,10/23/22 08:13:00,STABLE BEAMS,6800,14950.927666705,14427.218164099,43.4,BCM1FUT
360927:8305,1134:1134,10/23/22 08:13:24,STABLE BEAMS,6800,14946.378514670,14400.980287217,43.4,BCM1FUT
360927:8305,1135:1135,10/23/22 08:13:47,STABLE BEAMS,6800,14941.846363204,14378.178525172,43.4,BCM1FUT
360927:8305,1136:1136,10/23/22 08:14:10,STABLE BEAMS,6800,14932.948065819,14434.541408845,43.4,BCM1FUT
360927:8305,1137:1137,10/23/22 08:14:34,STABLE BEAMS,6800,14928.446915388,14311.470295753,43.3,BCM1FUT
360927:8305,1138:1138,10/23/22 08:14:57,STABLE BEAMS,6800,14917.769058530,14413.856717553,43.3,BCM1FUT
360927:8305,1139:1139,10/23/22 08:15:20,STABLE BEAMS,6800,14907.899228675,14432.014324389,43.3,BCM1FUT
360927:8305,1140:1140,10/23/22 08:15:44,STABLE BEAMS,6800,14904.516115610,14223.362351146,43.3,BCM1FUT
360927:8305,1141:1141,10/23/22 08:16:07,STABLE BEAMS,6800,14898.633919025,14389.719910890,43.3,BCM1FUT
360927:8305,1142:1142,10/23/22 08:16:30,STABLE BEAMS,6800,14888.835591560,14351.190623224,43.2,BCM1FUT
360927:8305,1143:1143,10/23/22 08:16:54,STABLE BEAMS,6800,14882.160368471,14358.056852697,43.2,BCM1FUT
360927:8305,1144:1144,10/23/22 08:17:17,STABLE BEAMS,6800,14879.394276027,5395.400016687,43.2,BCM1FUT
360927:8305,1145:1145,10/23/22 08:17:40,STABLE BEAMS,6800,14875.565148056,14172.445649487,43.2,BCM1FUT
360927:8305,1146:1146,10/23/22 08:18:03,STABLE BEAMS,6800,14868.710918985,14398.331198683,43.2,BCM1FUT
360927:8305,1147:1147,10/23/22 08:18:27,STABLE BEAMS,6800,14865.496811568,14367.887181231,43.2,BCM1FUT
360927:8305,1148:1148,10/23/22 08:18:50,STABLE BEAMS,6800,14862.611715146,14253.081344368,43.2,BCM1FUT
360927:8305,1149:1149,10/23/22 08:19:13,STABLE BEAMS,6800,14856.183500313,14286.398457841,43.2,BCM1FUT
360927:8305,1150:1150,10/23/22 08:19:37,STABLE BEAMS,6800,14852.768386178,14312.350325164,43.1,BCM1FUT
360927:8305,1151:1151,10/23/22 08:20:00,STABLE BEAMS,6800,14839.113929840,14336.526133130,43.1,BCM1FUT
360927:8305,1152:1152,10/23/22 08:20:23,STABLE BEAMS,6800,14831.849687066,14307.631167448,43.1,BCM1FUT
360927:8305,1153:1153,10/23/22 08:20:47,STABLE BEAMS,6800,14820.899321100,14288.666533641,43.1,BCM1FUT
360927:8305,1154:1154,10/23/22 08:21:10,STABLE BEAMS,6800,14809.689946477,14263.418689847,43.0,BCM1FUT
360927:8305,1155:1155,10/23/22 08:21:33,STABLE BEAMS,6800,14794.373434593,14190.953768037,42.9,BCM1FUT
360927:8305,1156:1156,10/23/22 08:21:57,STABLE BEAMS,6800,14788.934252813,14275.813104074,43.0,BCM1FUT
360927:8305,1157:1157,10/23/22 08:22:20,STABLE BEAMS,6800,14785.156126546,14291.512628759,42.9,BCM1FUT
360927:8305,1158:1158,10/23/22 08:22:43,STABLE BEAMS,6800,14779.025921672,14319.224554904,42.9,BCM1FUT
360927:8305,1159:1159,10/23/22 08:23:07,STABLE BEAMS,6800,14769.053588392,14282.282320278,42.9,BCM1FUT
360927:8305,1160:1160,10/23/22 08:23:30,STABLE BEAMS,6800,14765.335464131,13482.470590211,42.9,BCM1FUT
360927:8305,1161:1161,10/23/22 08:23:53,STABLE BEAMS,6800,14759.930783504,12576.165301082,42.9,BCM1FUT
360927:8305,1162:1162,10/23/22 08:24:17,STABLE BEAMS,6800,14761.382332015,14094.081030506,42.9,BCM1FUT
360927:8305,1163:1163,10/23/22 08:24:40,STABLE BEAMS,6800,14755.930649817,14140.728589489,42.8,BCM1FUT
360927:8305,1164:1164,10/23/22 08:25:03,STABLE BEAMS,6800,14746.097321183,13981.226258849,42.8,BCM1FUT
360927:8305,1165:1165,10/23/22 08:25:26,STABLE BEAMS,6800,14744.290760807,14038.597176211,42.8,BCM1FUT
360927:8305,1166:1166,10/23/22 08:25:50,STABLE BEAMS,6800,14739.445598880,14072.949824292,42.8,BCM1FUT
360927:8305,1167:1167,10/23/22 08:26:13,STABLE BEAMS,6800,14737.797543801,14068.089161847,42.8,BCM1FUT
360927:8305,1168:1168,10/23/22 08:26:36,STABLE BEAMS,6800,14734.246425121,14092.108964599,42.8,BCM1FUT
360927:8305,1169:1169,10/23/22 08:27:00,STABLE BEAMS,6800,14722.874045051,13873.061643939,42.8,BCM1FUT
360927:8305,1170:1170,10/23/22 08:27:23,STABLE BEAMS,6800,14720.751974130,14243.981040232,42.7,BCM1FUT
360927:8305,1171:1171,10/23/22 08:27:46,STABLE BEAMS,6800,14719.487931885,13993.987685342,42.7,BCM1FUT
360927:8305,1172:1172,10/23/22 08:28:10,STABLE BEAMS,6800,14715.565800806,14222.624326481,42.7,BCM1FUT
360927:8305,1173:1173,10/23/22 08:28:33,STABLE BEAMS,6800,14710.282624240,14226.116443189,42.7,BCM1FUT
360927:8305,1174:1174,10/23/22 08:28:56,STABLE BEAMS,6800,14700.364292765,14199.913567477,42.7,BCM1FUT
360927:8305,1175:1175,10/23/22 08:29:20,STABLE BEAMS,6800,14695.260122181,14244.130045212,42.7,BCM1FUT
360927:8305,1176:1176,10/23/22 08:29:43,STABLE BEAMS,6800,14687.497862763,14223.495855608,42.6,BCM1FUT
360927:8305,1177:1177,10/23/22 08:30:06,STABLE BEAMS,6800,14678.089548333,14093.384007212,42.6,BCM1FUT
360927:8305,1178:1178,10/23/22 08:30:29,STABLE BEAMS,6800,14666.551162715,9508.768787316,42.6,BCM1FUT
360927:8305,1179:1179,10/23/22 08:30:53,STABLE BEAMS,6800,14663.230051722,14103.655350485,42.6,BCM1FUT
360927:8305,1180:1180,10/23/22 08:31:16,STABLE BEAMS,6800,14666.743169132,14170.953099605,42.6,BCM1FUT
360927:8305,1181:1181,10/23/22 08:31:39,STABLE BEAMS,6800,14660.204950622,14103.980361347,42.6,BCM1FUT
360927:8305,1182:1182,10/23/22 08:32:03,STABLE BEAMS,6800,14649.483592309,14167.219474826,42.5,BCM1FUT
360927:8305,1183:1183,10/23/22 08:32:26,STABLE BEAMS,6800,14634.037076080,14184.134040118,42.5,BCM1FUT
360927:8305,1184:1184,10/23/22 08:32:49,STABLE BEAMS,6800,14623.126711450,13984.724375758,42.5,BCM1FUT
360927:8305,1185:1185,10/23/22 08:33:13,STABLE BEAMS,6800,14617.755531943,14172.123638725,42.4,BCM1FUT
360927:8305,1186:1186,10/23/22 08:33:36,STABLE BEAMS,6800,14608.536223830,14064.507042131,42.4,BCM1FUT
360927:8305,1187:1187,10/23/22 08:33:59,STABLE BEAMS,6800,14602.886034998,14098.534179333,42.4,BCM1FUT
360927:8305,1188:1188,10/23/22 08:34:23,STABLE BEAMS,6800,14594.577757331,14100.073230768,42.4,BCM1FUT
360927:8305,1189:1189,10/23/22 08:34:46,STABLE BEAMS,6800,14593.922735440,14103.446343499,42.4,BCM1FUT
360927:8305,1190:1190,10/23/22 08:35:09,STABLE BEAMS,6800,14587.989537150,13906.910775193,42.4,BCM1FUT
360927:8305,1191:1191,10/23/22 08:35:32,STABLE BEAMS,6800,14585.228444873,14145.899762312,42.4,BCM1FUT
360927:8305,1192:1192,10/23/22 08:35:56,STABLE BEAMS,6800,14579.050238395,14142.364644166,42.3,BCM1FUT
360927:8305,1193:1193,10/23/22 08:36:19,STABLE BEAMS,6800,14571.697992679,14133.583350692,42.3,BCM1FUT
360927:8305,1194:1194,10/23/22 08:36:42,STABLE BEAMS,6800,14563.338713309,14081.555611901,42.3,BCM1FUT
360927:8305,1195:1195,10/23/22 08:37:06,STABLE BEAMS,6800,14475.000761015,14007.030121226,42.1,BCM1FUT
360927:8305,1196:1196,10/23/22 08:37:29,STABLE BEAMS,6800,14470.369606239,14001.749944760,42.0,BCM1FUT
360927:8305,1197:1197,10/23/22 08:37:52,STABLE BEAMS,6800,14467.468509283,13963.701673170,42.0,BCM1FUT
360927:8305,1198:1198,10/23/22 08:38:16,STABLE BEAMS,6800,14458.321203576,13946.796108178,42.0,BCM1FUT
360927:8305,1199:1199,10/23/22 08:38:39,STABLE BEAMS,6800,14454.323069957,14014.165359689,42.0,BCM1FUT
360927:8305,1200:1200,10/23/22 08:39:02,STABLE BEAMS,6800,14445.867787378,13964.983716016,42.0,BCM1FUT
360927:8305,1201:1201,10/23/22 08:39:26,STABLE BEAMS,6800,14441.072627121,14037.696146098,41.9,BCM1FUT
360927:8305,1202:1202,10/23/22 08:39:49,STABLE BEAMS,6800,14439.337069118,13969.195856788,41.9,BCM1FUT
360927:8305,1203:1203,10/23/22 08:40:12,STABLE BEAMS,6800,14436.054459412,13991.675608071,41.9,BCM1FUT
360927:8305,1204:1204,10/23/22 08:40:36,STABLE BEAMS,6800,14440.220598646,14016.010421352,41.9,BCM1FUT
360927:8305,1205:1205,10/23/22 08:40:59,STABLE BEAMS,6800,14428.381202968,14005.509070392,41.9,BCM1FUT
360927:8305,1206:1206,10/23/22 08:41:22,STABLE BEAMS,6800,14416.656811134,13947.656136921,41.9,BCM1FUT
360927:8305,1207:1207,10/23/22 08:41:45,STABLE BEAMS,6800,14409.277564516,13993.626673277,41.9,BCM1FUT
360927:8305,1208:1208,10/23/22 08:42:09,STABLE BEAMS,6800,14404.537406098,13957.878478556,41.8,BCM1FUT
360927:8305,1209:1209,10/23/22 08:42:32,STABLE BEAMS,6800,14401.555306435,13976.918114869,41.8,BCM1FUT
360927:8305,1210:1210,10/23/22 08:42:55,STABLE BEAMS,6800,14395.956119307,13950.310225622,41.8,BCM1FUT
360927:8305,1211:1211,10/23/22 08:43:19,STABLE BEAMS,6800,14397.024155001,13981.222258716,41.8,BCM1FUT
360927:8305,1212:1212,10/23/22 08:43:42,STABLE BEAMS,6800,14385.750778240,13963.373662208,41.8,BCM1FUT
360927:8305,1213:1213,10/23/22 08:44:05,STABLE BEAMS,6800,14375.254427447,13979.633205609,41.8,BCM1FUT
360927:8305,1214:1214,10/23/22 08:44:29,STABLE BEAMS,6800,14347.774509056,13790.273877135,41.7,BCM1FUT
